result,anomaly_score,detect_confidence,unit_id,unit_type,serial,model,qrcode,region,site_num,visit_num,uar_link,photo_url,photo_description,completed_time
NOISE,,0.0069,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_166_photo.jpg?37765,Remote unit,2025-08-14 00:00:00
NOISE,,0.0015,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_170_photo.jpg?14748,Secured Unit,2025-08-14 00:00:00
NOISE,,0.0474,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_204_photo.jpg?18403,Photo,2025-08-14 00:00:00
NOISE,,0.0923,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_205_photo.jpg?22650,Photo,2025-08-14 00:00:00
NOISE,,0.0557,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_233_photo.jpg,Leak Test Check (Line set connection points),2025-08-14 00:00:00
NOISE,,0.1814,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_153_photo.jpg?56098,Water filtration show date on filter,2025-08-14 00:00:00
NOISE,,0.0529,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_376_photo.jpg?61689,Ecolab,2025-08-14 00:00:00
NOISE,,0.4608,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_159_photo.jpg?77403,Guage on water filter manifold,2025-08-14 00:00:00
NOISE,,0.003,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86687/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/1/QRSF62821/field_169_photo.jpg?27275,Unit on,2025-08-14 00:00:00
NOISE,,0.0022,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_442_photo.jpg?43974,Last Error Code Log,2026-02-28 00:00:00
NOISE,,0.0102,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_285_photo.jpg?33117,Before Cleaning drop zone,2026-02-28 00:00:00
NOISE,,0.0301,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_313_photo.jpg?70967,Before evap cleaning,2026-02-28 00:00:00
NOISE,,0.0043,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_314_photo.jpg?86641,Before cleaning bin,2026-02-28 00:00:00
NOISE,,0.02,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_17_photo.jpg?71834,Before cleaning,2026-02-28 00:00:00
NOISE,,0.0422,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_368_photo.jpg?1051,Components in cleaning solution,2026-02-28 00:00:00
NOISE,,0.0131,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_4_photo.jpg,Drop Zone Wiped Down,2026-02-28 00:00:00
NOISE,,0.0163,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_45_photo.jpg?81545,Evap. After Cleaning,2026-02-28 00:00:00
NOISE,,0.0012,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_44_photo.jpg?46708,Empty Bin After Cleaning,2026-02-28 00:00:00
NOISE,,0.0502,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_388_photo.jpg?47029,Ice thickness probe position after adjustment,2026-02-28 00:00:00
NOISE,,0.5446,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_424_photo.jpg?23816,Ice machine components Re-Assembled,2026-02-28 00:00:00
NOISE,,0.5292,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_219_photo.jpg?68197,Remote condenser on roof,2026-02-28 00:00:00
NOISE,,0.135,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_446_photo.jpg?31743,Self-Contained Condenser - Before Cleaning,2026-02-28 00:00:00
NOISE,,0.0019,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_19_photo.jpg?22100,Unit On,2026-02-28 00:00:00
NOISE,,0.0054,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_46_photo.jpg,New Ice DROP # 1,2026-02-28 00:00:00
NOISE,,0.0062,235239,Ice Machine,M00191f,Km-2600srjz3,QRSF62821,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62821/field_47_photo.jpg?74336,Secured Unit,2026-02-28 00:00:00
NOISE,,0.0072,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_250_photo.jpg?94504,Unit disconnect,2025-08-15 00:00:00
NOISE,,0.0259,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_182_photo.jpg?51497,Data plate,2025-08-15 00:00:00
NOISE,,0.02,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_253_photo.jpg?85409,Unit tested for leaks,2025-08-15 00:00:00
NOISE,,0.0491,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_152_photo.jpg?21394,Water line,2025-08-15 00:00:00
NOISE,,0.108,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_281_photo.jpg?216,Water stop,2025-08-15 00:00:00
NOISE,,0.0051,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_379_photo.jpg?57701,Does the water line change material,2025-08-15 00:00:00
NOISE,,0.4099,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_158_photo.jpg?85595,Drain line size,2025-08-15 00:00:00
NOISE,,0.1783,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_183_photo.jpg?37315,drain line,2025-08-15 00:00:00
NOISE,,0.1064,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_191_photo.jpg?19114,Bin drain line,2025-08-15 00:00:00
NOISE,,0.0071,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_185_photo.jpg?82891,Bin control,2025-08-15 00:00:00
NOISE,,0.0044,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_228_photo.jpg?21468,Cube Separator And Guide Mounting,2025-08-15 00:00:00
NOISE,,0.0058,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_393_photo.jpg?67543,Condenser Unit Data Plate,2025-08-15 00:00:00
NOISE,,0.007,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_165_photo.jpg?10431,Disconnect,2025-08-15 00:00:00
NOISE,,0.0251,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_184_photo.jpg?32169,Disconnect,2025-08-15 00:00:00
NOISE,,0.1806,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_166_photo.jpg?73732,Remote unit,2025-08-15 00:00:00
NOISE,,0.0164,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_170_photo.jpg?30893,Secured Unit,2025-08-15 00:00:00
NOISE,,0.0142,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_204_photo.jpg?77397,Photo,2025-08-15 00:00:00
NOISE,,0.4279,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_205_photo.jpg?74100,Photo,2025-08-15 00:00:00
NOISE,,0.0819,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_233_photo.jpg,Leak Test Check (Line set connection points),2025-08-15 00:00:00
NOISE,,0.0628,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_153_photo.jpg?33042,Water filtration show date on filter,2025-08-15 00:00:00
NOISE,,0.0421,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_376_photo.jpg?61485,Does Ice Machine have Waterwise Filtration?,2025-08-15 00:00:00
NOISE,,0.0657,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_159_photo.jpg?72803,Guage on water filter manifold,2025-08-15 00:00:00
NOISE,,0.1927,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62438/field_169_photo.jpg?67494,Unit on,2025-08-15 00:00:00
NOISE,,0.0179,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_250_photo.jpg?67868,Unit disconnect,2025-10-21 00:00:00
NOISE,,0.0019,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_182_photo.jpg?15432,Data plate,2025-10-21 00:00:00
NOISE,,0.1216,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_253_photo.jpg?77264,Unit tested for leaks,2025-10-21 00:00:00
NOISE,,0.0189,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_152_photo.jpg?38217,Water line,2025-10-21 00:00:00
NOISE,,0.0507,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_281_photo.jpg?96357,Water stop,2025-10-21 00:00:00
NOISE,,0.0017,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_379_photo.jpg?72327,Does the water line change material,2025-10-21 00:00:00
NOISE,,0.4604,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_158_photo.jpg?31863,Drain line size,2025-10-21 00:00:00
NOISE,,0.0184,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_183_photo.jpg?60584,drain line,2025-10-21 00:00:00
NOISE,,0.1355,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_191_photo.jpg?15913,Bin drain line,2025-10-21 00:00:00
NOISE,,0.0013,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_185_photo.jpg?92048,Bin control,2025-10-21 00:00:00
NOISE,,0.0014,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_393_photo.jpg?8568,Condenser Unit Data Plate,2025-10-21 00:00:00
NOISE,,0.0285,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_165_photo.jpg?13578,Disconnect,2025-10-21 00:00:00
NOISE,,0.0017,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_184_photo.jpg?58832,Disconnect,2025-10-21 00:00:00
NOISE,,0.0251,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_166_photo.jpg?21927,Remote unit,2025-10-21 00:00:00
NOISE,,0.032,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_170_photo.jpg,Secured Unit,2025-10-21 00:00:00
NOISE,,0.0158,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_204_photo.jpg,Photo,2025-10-21 00:00:00
NOISE,,0.0455,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_205_photo.jpg,Photo,2025-10-21 00:00:00
NOISE,,0.0405,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_233_photo.jpg?85323,Leak Test Check (Line set connection points),2025-10-21 00:00:00
NOISE,,0.1712,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_153_photo.jpg?29240,Water filtration show date on filter,2025-10-21 00:00:00
NOISE,,0.2092,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_376_photo.jpg?42669,Does Ice Machine have WaterWise or Aquamor Filtration?,2025-10-21 00:00:00
NOISE,,0.1247,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_159_photo.jpg?95734,Guage on water filter manifold,2025-10-21 00:00:00
NOISE,,0.003,235257,Ice Machine,L02155H,KM-2600SRJ3,QRSF62438,Olive Garden,1670,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88270/134443584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/2/QRSF62438/field_169_photo.jpg,Unit on,2025-10-21 00:00:00
NOISE,,0.0175,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_250_photo.jpg,Unit disconnect,2025-08-15 00:00:00
NOISE,,0.0038,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_182_photo.jpg,Data plate,2025-08-15 00:00:00
NOISE,,0.0275,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_253_photo.jpg?21180,Unit tested for leaks,2025-08-15 00:00:00
NOISE,,0.1949,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_152_photo.jpg,Water line,2025-08-15 00:00:00
NOISE,,0.0503,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_281_photo.jpg,Water stop,2025-08-15 00:00:00
NOISE,,0.397,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_379_photo.jpg,Does the water line change material,2025-08-15 00:00:00
NOISE,,0.0738,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_158_photo.jpg,Drain line size,2025-08-15 00:00:00
NOISE,,0.0516,235260,Ice Machine,N10912J,KM-2600SRJZ3,QRSF62439,Olive Garden,1670,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87555/133332480,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1670/Visit/1/QRSF62439/field_183_photo.jpg,drain line,2025-08-15 00:00:00
