result,anomaly_score,detect_confidence,unit_id,unit_type,serial,model,qrcode,region,site_num,visit_num,uar_link,photo_url,photo_description,completed_time
BAD,-0.037305,0.8864,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/42919/653822976,https://storage.googleapis.com/filtrex_main_site/Longhorn/imgs/5611.01_18281709079_vaddp3.jpg,INSIDE UNIT AFTER CLEANING,2022-12-12 00:00:00
BAD,-0.02294,0.9183,209144,Ice Machine,N10965k,Km-2600srjz3,QRSTemp52925,Hoshizaki - Oklahoma,6503,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/71147/1083820224,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6503/Visit/1/QRSTemp52925/field_228_photo.jpg,Cube Separator And Guide Mounting,2024-05-29 00:00:00
BAD,-0.02259,0.9896,233703,Ice Machine,M10628K,KMS-2000MLJ,QRC235366,CHEDDARS,2133,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84668/128888064,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2133/Visit/1/QRC235366/problemphotos/problem_photo_0.jpg?34067,Ice machine frozen ,2025-06-02 00:00:00
BAD,-0.019236,0.9889,236636,Ice Machine,Q10639D,KM-1900SRJZ23,QRSF68998,LHNorthCArolina,5713,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88625/134937408,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5713/Visit/1/QRSF68998/field_228_photo.jpg?53109,Cube Separator And Guide Mounting,2025-11-24 00:00:00
BAD,-0.015173,0.885,222079,Ice Machine,P21320E,KM-2600SRJ23,QRSF72068,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRSF72068/field_424_photo.jpg?34327,Ice machine components Re-Assembled,2025-06-10 00:00:00
BAD,-0.014383,0.8862,235263,Ice Machine,P01112c,Km-1301srjz,QRSF62814,Olive Garden,1246,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86686/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1246/Visit/1/QRSF62814/field_281_photo.jpg?99949,Water stop,2025-08-15 00:00:00
BAD,-0.014178,0.8939,194478,Ice Machine,N00484B,KM-2600SRJZ3,QRS214827,Hoshizaki - California,6494,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72743/1108141056,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6494/Visit/1/QRS214827/field_282_photo.jpg,Ice Machine Cleaned and Disassembled,2024-07-02 00:00:00
BAD,-0.012473,0.9542,234555,Ice Machine,P30332K,KM-2200SRJZ3,QRSF67955,Yard-House,8535,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88980/135554688,https://storage.googleapis.com/filtrex_main_site//rebuild/EddieVs/8535/Visit/2/QRSF67955/problemphotos/problem_photo_1.jpg?93130,Evaporator ice buildup ,2025-12-10 00:00:00
BAD,-0.012326,0.8772,194469,Ice Machine,N00596E,KM-2600SRJZ3,QRSF77662,Olive Garden,6487,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86305/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/3/QRSF77662/field_388_photo.jpg,Ice thickness probe position after adjustment,2025-08-30 00:00:00
BAD,-0.011206,0.9033,232275,Ice Machine,N00459A,KM-2600SRJZ3,QRSF61499,Olive Garden,6512,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/82713/125925120,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6512/Visit/1/QRSF61499/field_442_photo.jpg,Last Error Code Log,2025-10-03 00:00:00
BAD,-0.009779,0.932,222099,Ice Machine,P21313E,KM2600SRJZ3,QRS216709,Olive Garden,6516,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84492/128641152,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6516/Visit/2/QRS216709/field_282_photo.jpg?56013,Ice Machine Cleaned and Disassembled,2025-06-12 00:00:00
BAD,-0.008634,0.9826,222099,Ice Machine,P21313E,KM2600SRJZ3,QRS216709,Olive Garden,6516,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84492/128641152,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6516/Visit/2/QRS216709/field_18_photo.jpg,Ice Machine Hose,2025-06-12 00:00:00
BAD,-0.008338,0.887,220986,Ice Machine,P21327E,KM-2600SRJZ3,QRS227763,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRS227763/field_388_photo.jpg?15267,Ice thickness probe position after adjustment,2025-06-10 00:00:00
BAD,-0.007954,0.9691,243578,Ice Machine,P20740F,KM-1601MRJ/Z,QRS162454,Olive Garden Pennsylvania,1334,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90212/137406528,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1334/Visit/2/QRS162454/field_282_photo.jpg,Ice Machine Cleaned and Disassembled,2026-02-14 00:00:00
BAD,-0.006017,0.961,235420,Ice Machine,P10299C,KM-1601MRJZ3,QRSF79715,SEASONS 52,4559,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90604/138023808,https://storage.googleapis.com/filtrex_main_site//rebuild/Season-52/4559/Visit/2/QRSF79715/field_442_photo.jpg,Not,2026-03-12 00:00:00
BAD,-0.005804,0.8653,194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77655/problemphotos/problem_photo_0.jpg?90829,Drop ceiling preventing me to get to the top of the unit ,2024-08-28 00:00:00
BAD,-0.005315,0.9416,220986,Ice Machine,P21327E,KM-2600SRJZ3,QRS227763,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRS227763/field_17_photo.jpg?30307,Before cleaning,2025-06-10 00:00:00
BAD,-0.005265,0.8592,230243,Ice Machine,P41481J,KM-2600SRJZ3,QRSF64810,Olive Garden,6523,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90178/137283072,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6523/Visit/3/QRSF64810/field_442_photo.jpg?1055,"Last Error Code Log, not applicable",2026-02-23 00:00:00
BAD,-0.005191,0.923,220119,Ice Machine,N30491K,KM-1601MRJZ,QRS229900,Hoshizaki - Arizona,1375,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81658/124320192,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1375/Visit/4/QRS229900/field_47_photo.jpg?9695,Secured Unit,2025-03-12 00:00:00
BAD,-0.003441,0.9812,236243,Ice Machine,Q00587C,KM-1900SRJZ3,QRSF68973,LHALABAMA,5702,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88151/134196672,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5702/Visit/1/QRSF68973/field_228_photo.jpg?46517,Cube Separator And Guide Mounting,2025-10-22 00:00:00
BAD,-0.002681,0.9155,226766,Ice Machine,P10312c,Km-1601mrjz3,QRSF55048,CHEDDARS,2216,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86689/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2216/Visit/2/QRSF55048/problemphotos/problem_photo_0.jpg?93823,Restrictions above unit prevents removal of tile to access evap,2025-08-23 00:00:00
BAD,-0.002402,0.866,194465,Ice Machine,N00598E,KM-2600SRJZ3,QRSF77667,Olive Garden,6487,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89856/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6487/Visit/4/QRSF77667/field_442_photo.jpg?27648,Last Error Code Log,2026-02-26 00:00:00
BAD,-0.001051,0.915,234887,Ice Machine,Q00385A,KM-1601MRJZ3,QRC235264,CHEDDARS,2221,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89760/136665792,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2221/Visit/3/QRC235264/field_424_photo.jpg?80242,Ice machine components Re-Assembled,2026-01-06 00:00:00
BAD,-0.000466,0.9525,230687,Ice Machine,N00130k,KHM-2100SRJ23,QRSF68678,Olive Garden,6524,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87777/133702848,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6524/Visit/2/QRSF68678/field_442_photo.jpg?96135,Last Error Code Log,2025-09-10 00:00:00
BAD,-0.000419,0.8505,211910,Ice Machine,N30181J,KM-160MRJZ3,QRSF73085,CHEDDARS,2215,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/82897/126172032,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2215/Visit/4/QRSF73085/field_424_photo.jpg?27242,Ice machine components Re-Assembled,2025-06-09 00:00:00
BAD,-0.000317,0.876,235237,Ice Machine,Q10914e yom:2025,Km-1601mrjz,QRSF62848,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62848/field_282_photo.jpg?74207,Ice Machine Cleaned and Disassembled,2026-02-28 00:00:00
BAD,0.000608,0.8733,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/54696/833204544,https://storage.googleapis.com/filtrex_main_site/Longhorn/imgs/5290.02_3876642_vaddp3.jpg,INSIDE UNIT AFTER CLEANING,2023-02-13 00:00:00
BAD,0.001241,0.871,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,12.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/69139/1053203136,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/12/QRSF52327/field_47_photo.jpg?29898,Secured Unit,2024-04-19 00:00:00
BAD,0.00125,0.8667,235345,Ice Machine,Q11739D,KM-2600SRJZ3,QRSF60454,LONGHORNSTEAKHOUSE,5160,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90211/137406528,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5160/Visit/2/QRSF60454/field_313_photo.jpg?21590,Before evap cleaning,2026-02-11 00:00:00
BAD,0.001754,0.9056,226766,Ice Machine,P10312c,Km-1601mrjz3,QRSF55048,CHEDDARS,2216,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86689/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2216/Visit/2/QRSF55048/field_282_photo.jpg?33303,Ice Machine Cleaned and Disassembled,2025-08-23 00:00:00
BAD,0.001879,0.8609,194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Olive Garden,6504,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88380/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/3/QRS215671/field_282_photo.jpg?77283,Ice Machine Cleaned and Disassembled,2025-10-09 00:00:00
BAD,0.002379,0.8544,235238,Ice Machine,Q10905e yom:2025,Km-1601mrjz,QRSF62849,Olive Garden,1194,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89921/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1194/Visit/2/QRSF62849/field_282_photo.jpg?5934,Ice Machine Cleaned and Disassembled,2026-02-28 00:00:00
BAD,0.002483,0.93,235442,Ice Machine,Q10398C YOM:2025,KM-1601MRJZ3,QRC235259,CHEDDARS,2222,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90845/138394176,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2222/Visit/2/QRC235259/field_282_photo.jpg?62745,Ice Machine Cleaned and Disassembled,2026-03-18 00:00:00
BAD,0.003071,0.8561,233559,Ice Machine,P41542L YON: 2024,KM-2600SRJZ3,QRSF62807,Olive Garden,6518,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90575/137900352,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6518/Visit/3/QRSF62807/field_442_photo.jpg,Last Error Code Log,2026-03-21 00:00:00
BAD,0.003274,0.951,222079,Ice Machine,P21320E,KM-2600SRJ23,QRSF72068,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRSF72068/field_388_photo.jpg?49920,Ice thickness probe position after adjustment,2025-06-10 00:00:00
BAD,0.003496,0.9792,235286,Ice Machine,Q10418d yom:2025,Km-1601mrjz3,QRSF62798,Olive Garden,1292,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90576/137900352,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1292/Visit/3/QRSF62798/field_442_photo.jpg?38342,No Error codes,2026-03-12 00:00:00
BAD,0.003691,0.856,226766,Ice Machine,P10312c,Km-1601mrjz3,QRSF55048,CHEDDARS,2216,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86689/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2216/Visit/2/QRSF55048/field_388_photo.jpg?51393,No ice thickness probe,2025-08-23 00:00:00
BAD,0.00447,0.958,234564,Ice Machine,P31508K,KM2600SRJZ3,QRSF61230,Olive Garden,6517,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88898/135431232,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6517/Visit/2/QRSF61230/field_442_photo.jpg?46605,Last Error Code Log,2025-11-03 00:00:00
BAD,0.004991,0.9024,218801,Ice Machine,P00641B,KM-1601MRJZ,QRS221784,Olive Garden,1375,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87928/133949760,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1375/Visit/5/QRS221784/field_282_photo.jpg?42517,Ice Machine Cleaned and Disassembled,2025-09-08 00:00:00
BAD,0.005726,0.9318,194218,Ice Machine,N00633f,Km-2600srjz3,QRS214197,Hoshizaki - Arkansas,6497,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72001/1096783104,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6497/Visit/1/QRS214197/field_282_photo.jpg?59205,Not enough head clearance to disassemble machine,2024-06-18 00:00:00
BAD,0.005955,0.9807,221842,Ice Machine,P20301E,"KM,-2200SRJZ3",QRSF73171,EDDIE V'S,8536,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/83240/126789312,https://storage.googleapis.com/filtrex_main_site//rebuild/EddieVs/8536/Visit/3/QRSF73171/field_282_photo.jpg?34296,Ice Machine Cleaned and Disassembled,2025-05-10 00:00:00
BAD,0.006292,0.851,194218,Ice Machine,N00633f,Km-2600srjz3,QRS214197,Hoshizaki - Arkansas,6497,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77710/1183819584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6497/Visit/2/QRS214197/field_282_photo.jpg?49200,Unable to Disassemble,2024-12-03 00:00:00
BAD,0.006375,0.9431,194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,BAHAMA BREEZE,3066,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88381/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/3/QRSF77654/problemphotos/problem_photo_0.jpg?44977,Space to tight to get to components to clean them. ,2025-10-08 00:00:00
BAD,0.006396,0.943,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,6.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/60764/925673088,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/6/QRSF52327/field_45_photo.jpg,Evap. After Cleaning,2023-08-11 00:00:00
BAD,0.006458,0.9101,222099,Ice Machine,P21313E,KM2600SRJZ3,QRS216709,Olive Garden,6516,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84492/128641152,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6516/Visit/2/QRS216709/field_17_photo.jpg?51241,Before cleaning,2025-06-12 00:00:00
BAD,0.006468,0.9541,194673,Ice Machine,N00088J,KMH-2100SRJZ3,QRS191519,Hoshizaki - Wisconsin,6498,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66542/1013697216,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6498/Visit/0/QRS191519/field_228_photo.jpg?31009,Cube Separator And Guide Mounting,2024-01-19 00:00:00
BAD,0.006549,0.8963,235566,Ice Machine,Q11736D YOM:2025,KM2600SRJZ3,QRSF67925,LONGHORNSTEAKHOUSE,5260,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88377/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5260/Visit/2/QRSF67925/field_442_photo.jpg?7566,Last Error Code Log,2025-10-15 00:00:00
BAD,0.006708,0.9726,182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/52333/797155392,https://storage.googleapis.com/dev_customer_images//rebuild/Longhorn/5611/Visit/3/QRSF58780/field_18_photo.jpg,Ice Machine Hose,2023-04-24 00:00:00
BAD,0.007044,0.8511,235625,Ice Machine,Q10933F,KM-1601MRJZ,QRSF62373,Olive Garden,1083,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90330/137529984,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1083/Visit/2/QRSF62373/field_424_photo.jpg?19460,Ice machine components Re-Assembled,2026-03-18 00:00:00
BAD,0.007147,0.8568,219074,Ice Machine,P20359E,KM1601MRJZ3,QRS216723,SEASONS 52,4558,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86355/131480640,https://storage.googleapis.com/filtrex_main_site//rebuild/Season-52/4558/Visit/2/QRS216723/field_424_photo.jpg?42327,Ice machine components Re-Assembled,2025-08-14 00:00:00
BAD,0.007185,0.99,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,16.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75527/1150609920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/16/QRSF52327/field_388_photo.jpg?71654,Ice thickness probe position after adjustment,2024-10-30 00:00:00
BAD,0.008385,0.9652,226766,Ice Machine,P10312c,Km-1601mrjz3,QRSF55048,CHEDDARS,2216,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/86689/131974464,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2216/Visit/2/QRSF55048/field_424_photo.jpg?28948,Ice machine components Re-Assembled,2025-08-23 00:00:00
BAD,0.008512,0.9471,222079,Ice Machine,P21320E,KM-2600SRJ23,QRSF72068,Olive Garden,6509,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84371/128517696,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6509/Visit/2/QRSF72068/field_368_photo.jpg?54044,Components in cleaning solution,2025-06-10 00:00:00
BAD,0.008653,0.975,233703,Ice Machine,M10628K,KMS-2000MLJ,QRC235366,CHEDDARS,2133,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84668/128888064,https://storage.googleapis.com/filtrex_main_site//rebuild/Cheddars/2133/Visit/1/QRC235366/field_190_photo.jpg?67859,Photo,2025-06-02 00:00:00
BAD,0.009294,0.9763,193518,Ice Machine,N00120C,KM-1900SRJZ3,QRSF73044,Olive Garden Oklahoma,6499,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88345/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6499/Visit/5/QRSF73044/field_442_photo.jpg?37546,Last Error Code Log,2025-10-13 00:00:00
BAD,0.009359,0.9603,193518,Ice Machine,N00120C,KM-1900SRJZ3,QRSF73044,Olive Garden Oklahoma,6499,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/65320/995055360,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6499/Visit/2/QRSF73044/field_228_photo.jpg,Separator Mounting,2023-10-27 00:00:00
BAD,0.009556,0.8762,235263,Ice Machine,P01112c,Km-1301srjz,QRSF62814,Olive Garden,1246,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89883/136912704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1246/Visit/2/QRSF62814/field_45_photo.jpg?82717,Evap. After Cleaning (not accessible),2026-02-16 00:00:00
BAD,0.00959,0.9825,226790,Ice Machine,P30381G,KM-1900SRJZ3,QRSF64693,LONGHORNSTEAKHOUSE,5696,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89697/136542336,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5696/Visit/3/QRSF64693/field_282_photo.jpg,Ice Machine Cleaned and Disassembled,2026-01-24 00:00:00
BAD,0.010592,0.9685,235562,Ice Machine,Q10926F,KM-1601MRJZ,QRSF50325,Olive Garden,1155,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90607/138023808,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1155/Visit/2/QRSF50325/field_442_photo.jpg?60933,Not Applicable,2026-03-10 00:00:00
BAD,0.010651,0.9345,194478,Ice Machine,N00484B,KM-2600SRJZ3,QRS214827,Hoshizaki - California,6494,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72743/1108141056,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6494/Visit/1/QRS214827/field_285_photo.jpg,Before Cleaning (Dirty photo),2024-07-02 00:00:00
BAD,0.010767,0.9161,235286,Ice Machine,Q10418d yom:2025,Km-1601mrjz3,QRSF62798,Olive Garden,1292,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90576/137900352,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1292/Visit/3/QRSF62798/field_424_photo.jpg?77935,Ice machine components Re-Assembled,2026-03-12 00:00:00
BAD,0.010806,0.9545,234217,Ice Machine,N10901J,KM-2600SRJZ3,QRC235226,Olive Garden,6508,5.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89759/136665792,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6508/Visit/5/QRC235226/field_446_photo.jpg?35281,Cleaned motor area,2026-01-06 00:00:00
BAD,0.01097,0.8798,235371,Ice Machine,N30575L,KM1601MRJZ,QRS216715,Olive Garden,1174,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90177/137283072,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/1174/Visit/2/QRS216715/field_442_photo.jpg?80536,"Last Error Code Log, not applicable",2026-02-05 00:00:00
BAD,0.010983,0.8711,231425,Ice Machine,P21321E,KM-2600SRJ3,QRSF70124,Olive Garden,6511,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88238/134320128,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6511/Visit/2/QRSF70124/field_282_photo.jpg,Ice Machine Cleaned and Disassembled,2025-10-10 00:00:00
BAD,0.010988,0.9826,196079,Ice Machine,N10207K,KM-1900SRJZ3,QRS190712,Hoshizaki - Texas,5677,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/67367/1026289728,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5677/Visit/0/QRS190712/field_282_photo.jpg?54821,Ice Machine Cleaned and Disassembled in cleaner,2024-08-20 00:00:00
BAD,0.011015,0.9146,244583,Ice Machine,Q10609D,KM-1900SRJZ3,QRS163252,LONGHORNSTEAKHOUSE,5718,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89854/136789248,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5718/Visit/1/QRS163252/field_228_photo.jpg?99195,Cube Separator And Guide Mounting,2026-02-21 00:00:00
BAD,0.011589,0.9309,194468,Ice Machine,N00038A,KMH-2100SRJZ3,QRS215636,Hoshizaki - Pennsylvania,6489,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66477/1012709568,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6489/Visit/1/QRS215636/field_228_photo.jpg?67940,Cube Separator And Guide Mounting,2024-01-02 00:00:00
BAD,0.011909,0.9401,230683,Ice Machine,N00134K,KHM-2100SRJZ3,QRSF68679,Olive Garden,6524,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/87777/133702848,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6524/Visit/2/QRSF68679/field_442_photo.jpg?96943,Last Error Code Log,2025-09-10 00:00:00
BAD,0.012104,0.952,194216,Ice Machine,N00631f,Km-2600srj23,QRS214192,Hoshizaki - Arkansas,6497,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77710/1183819584,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6497/Visit/2/QRS214192/field_17_photo.jpg?60864,Before cleaning,2024-12-03 00:00:00
BAD,0.012169,0.9235,233953,Ice Machine,P30424G,KM-1900SRJZ3,QRSF67961,LONGHORNSTEAKHOUSE,5695,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88896/135307776,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5695/Visit/2/QRSF67961/field_282_photo.jpg?16906,Ice Machine Cleaned and Disassembled,2025-11-04 00:00:00
BAD,0.012191,0.9216,193178,Ice Machine,N00111C,KM-1900SRJZ3,QRSF73038,Olive Garden Oklahoma,6499,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/70783/1078264704,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6499/Visit/3/QRSF73038/field_47_photo.jpg?66946,Secured Unit,2024-05-06 00:00:00
BAD,0.012359,0.945,235233,Ice Machine,Q11832F,KM-2600SRJZ3,QRC235132,Olive Garden,4475,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90214/137406528,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/4475/Visit/2/QRC235132/field_313_photo.jpg?23246,Before evap cleaning,2026-02-16 00:00:00
BAD,0.012423,0.9817,234092,Ice Machine,P31505K YOM:2024,KM-2600SRJZ3,QRC235229,Olive Garden,6519,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/90846/138394176,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6519/Visit/4/QRC235229/field_282_photo.jpg?67577,Ice Machine Cleaned and Disassembled,2026-03-19 00:00:00
