result,quality_score,threshold,detect_confidence,qr_code,unit_history_link,brand,model,serial,unit_type,region,site_name,site_number,first_visit_date,first_visit_photo_url,photo_description,defect_type
NOISE,,0.4556,0.17,QRC234372,https://filtrexone.filtrexservicegroup.com/unit/history/QRC234372,Hoshizaki,KM-320MAI,V398694,Ice Machine,BRUEGGER'S BAGEL - MICHIGAN,Bloomfield Hills,3858,2026-01-19,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3858/Visit/1/QRC234372/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5142,QRSF62042,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF62042,Hoshizaki,KM-320BAH,V082343B,Ice Machine,BRUEGGER'S BAGEL - MICHIGAN,North University/Campus,3746,2026-01-16,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3746/Visit/1/QRSF62042/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.7364,QRC234340,https://filtrexone.filtrexservicegroup.com/unit/history/QRC234340,Hoshizaki,KM-520MAJ,L01165D,Ice Machine,BRUEGGER'S BAGEL - MICHIGAN,Rochester Hills Plaza/Walton,3748,2026-01-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3748/Visit/1/QRC234340/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.6433,QRC234336,https://filtrexone.filtrexservicegroup.com/unit/history/QRC234336,Hoshizaki,KML420MAJ,MQ2057H,Ice Machine,BRUEGGER'S BAGEL - MICHIGAN,Royal Oak,3793,2026-01-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3793/Visit/1/QRC234336/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.2586,QRS150626,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150626,Hoshizaki,KM-515MAH,F08907M,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Bass Lake,3863,2026-01-17,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3863/Visit/1/QRS150626/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.2683,QRS150672,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150672,Hoshizaki,KM-320NAH,S13421H,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Blaine,3827,2026-01-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3827/Visit/1/QRS150672/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.2134,QRS150651,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150651,Hoshizaki,KM-515MAH,D18241M,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,City Center/Woodbury,3777,2026-01-19,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3777/Visit/1/QRS150651/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5573,QRS151241,https://filtrexone.filtrexservicegroup.com/unit/history/QRS151241,Hoshizaki,KM-420MAJ,M01078G,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Cliff Road,3799,2026-01-07,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3799/Visit/1/QRS151241/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.2961,QRS151288,https://filtrexone.filtrexservicegroup.com/unit/history/QRS151288,Hoshizaki,KM-340MAH,E00680K,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,East Hennepin,3806,2026-01-09,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3806/Visit/1/QRS151288/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.1321,QRS151296,https://filtrexone.filtrexservicegroup.com/unit/history/QRS151296,Hoshizaki,KM-515 MAH,A01626F,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Grand Avenue,3700,2026-01-10,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3700/Visit/1/QRS151296/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0686,QRS150169,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150169,Hoshizaki,KM-324MAH,903757M,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,New Hope,3705,2026-01-14,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3705/Visit/1/QRS150169/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.2753,QRS150639,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150639,Hoshizaki,KM-3400AH,F0178AC,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Preserve Village/Eden Prairie,3823,2026-01-17,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3823/Visit/1/QRS150639/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3891,QRS151210,https://filtrexone.filtrexservicegroup.com/unit/history/QRS151210,Hoshizaki,KM-515 MAH,G00731D,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,RochesterMC,3830,2026-01-06,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3830/Visit/1/QRS151210/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4149,QRS150615,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150615,Hoshizaki,KM-520MAJ,J02453B,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Rockford/Rock Rd,3772,2026-01-16,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3772/Visit/1/QRS150615/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4002,QRS150181,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150181,Hoshizaki,KM-340MAH,E00514J,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Roseville Crossings,3779,2026-01-15,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3779/Visit/1/QRS150181/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.2123,QRS151252,https://filtrexone.filtrexservicegroup.com/unit/history/QRS151252,Hoshizaki,null,AUH01RH11,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Southtown,3785,2026-01-08,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3785/Visit/1/QRS151252/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.435,QRS150132,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150132,Hoshizaki,KM-515MAH,D07607L,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Stadium Village II,3815,2026-01-13,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3815/Visit/1/QRS150132/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.1481,QRS151262,https://filtrexone.filtrexservicegroup.com/unit/history/QRS151262,Hoshizaki,KM-350MAJ,JC1365A,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Station 27,3783,2026-01-08,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3783/Visit/1/QRS151262/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0598,QRS150662,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150662,Hoshizaki,KM-340MAH,F01413A,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Stillwater,3819,2026-01-19,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3819/Visit/1/QRS150662/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.1176,QRS150207,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150207,Hoshizaki,KM-580HAF,E06318N,Ice Machine,BRUEGGER'S BAGEL - MINNESOTA,Wayzata,3822,2026-01-16,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3822/Visit/1/QRS150207/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5495,QRS150320,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150320,Hoshizaki,KM-350MAJ,P050628,Ice Machine,BRUEGGER'S BAGEL - NEBRASKA,Dodge St,3755,,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3755/Visit/1/QRS150320/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5358,QRS153219,https://filtrexone.filtrexservicegroup.com/unit/history/QRS153219,Hoshizaki,KM-520MAJ,L12764L,Ice Machine,BRUEGGER'S BAGEL - PENSYLVANIA,Murray Avenue/Squirrel Hill,3718,2026-01-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3718/Visit/1/QRS153219/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.7389,QRS149875,https://filtrexone.filtrexservicegroup.com/unit/history/QRS149875,Hoshizaki,KM-520MAJ,J026682,Ice Machine,BRUEGGER'S BAGEL - WISCONSIN,Oconomowoc,3791,2026-01-17,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3791/Visit/1/QRS149875/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3141,QRS149429,https://filtrexone.filtrexservicegroup.com/unit/history/QRS149429,Hoshizaki,KM-515MAJ,H12217C,Ice Machine,BRUEGGER'S BAGEL - WISCONSIN,Whitefish Bay,3728,2026-01-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3728/Visit/1/QRS149429/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.7818,QRS150400,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150400,Hoshizaki,KM-350MAI,L18990J,Ice Machine,BRUEGGER'S BAGELS - IOWA,Coralville,3730,2026-01-13,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3730/Visit/1/QRS150400/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8034,QRS149836,https://filtrexone.filtrexservicegroup.com/unit/history/QRS149836,Hoshizaki,KM-350MAJ,M00520C,Ice Machine,BRUEGGER'S BAGELS - IOWA,Lindale Crossing,3855,2026-01-15,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3855/Visit/1/QRS149836/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3267,QRC236167,https://filtrexone.filtrexservicegroup.com/unit/history/QRC236167,Hoshizaki,KM-350MAJ,P05069R,Ice Machine,BRUGGERS BAGEL - OHIO,Cedar Hill/Cleveland Heights,3786,2026-01-13,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3786/Visit/1/QRC236167/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.399,QRSF62017,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF62017,Hoshizaki,KM-520MAJ,K29463L,Ice Machine,BRUGGERS BAGEL - OHIO,Mentor,3742,2026-01-15,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3742/Visit/1/QRSF62017/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.1706,QRC236188,https://filtrexone.filtrexservicegroup.com/unit/history/QRC236188,Hoshizaki,KM-350MAJ,N04522L,Ice Machine,BRUGGERS BAGEL - OHIO,Ohio State Campus,3840,2026-01-10,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3840/Visit/1/QRC236188/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3281,QRC236086,https://filtrexone.filtrexservicegroup.com/unit/history/QRC236086,Hoshizaki,KM-520MAJ,M03304B,Ice Machine,BRUGGERS BAGEL - OHIO,Pavilion/Beechwood,3729,2026-01-12,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3729/Visit/1/QRC236086/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5698,QRC236157,https://filtrexone.filtrexservicegroup.com/unit/history/QRC236157,Hoshizaki,KM-320MAH,C15518K,Ice Machine,BRUGGERS BAGEL - OHIO,Strongsville,3734,2026-01-14,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3734/Visit/1/QRC236157/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.2499,QRSF62161,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF62161,Hoshizaki,KM-340MAH,F01444A,Ice Machine,BRUGGERS BAGEL - OHIO,Westlake,3738,2026-01-13,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3738/Visit/1/QRSF62161/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0394,QRS222483,https://filtrexone.filtrexservicegroup.com/unit/history/QRS222483,Hoshizaki,N/a,N/a,Ice Machine,BWW - California - IM,,491,2025-06-18,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/491/Visit/1/QRS222483/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.1479,QRS222184,https://filtrexone.filtrexservicegroup.com/unit/history/QRS222184,Hoshizaki,Km-660mrjz,P00801b,Ice Machine,BWW - California - IM,,472,2025-06-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/472/Visit/1/QRS222184/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4438,QRS222185,https://filtrexone.filtrexservicegroup.com/unit/history/QRS222185,Hoshizaki,Km-650mrj,H00086a,Ice Machine,BWW - California - IM,,472,2025-06-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/472/Visit/1/QRS222185/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4906,QRSF51673,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF51673,Hoshizaki,KM-650MRJ,H00117B,Ice Machine,BWW - Washington - IM,,351,2025-05-05,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/351/Visit/1/QRSF51673/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.311,QRSF51674,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF51674,Hoshizaki,KM-650MRJ,H00114B,Ice Machine,BWW - Washington - IM,,351,2025-05-05,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/351/Visit/1/QRSF51674/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.584,QRSF56793,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF56793,Hoshizaki,Not there,Not there,Ice Machine,BWW's - Illinois,,202,2025-02-10,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/202/Visit/1/QRSF56793/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.006,QRSF56811,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF56811,Hoshizaki,KM-1300SRH,T07266G,Ice Machine,BWW's - Illinois,,231,2025-02-11,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/231/Visit/1/QRSF56811/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8085,QRSF79019,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF79019,Hoshizaki,KM-1900SAJ,K00632A,Ice Machine,BWW's - Illinois,,750,2025-02-12,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/750/Visit/1/QRSF79019/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0778,QRSF56812,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF56812,Hoshizaki,Km-130 srh,U00485h,Ice Machine,BWW's - Illinois,,231,2025-08-16,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/231/Visit/3/QRSF56812/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0216,QRSF62576,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF62576,Hoshizaki,No Data log,No Data log,Ice Machine,BWW's - Indiana,,321,,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/321/Visit/4/QRSF62576/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8043,QRS201071,https://filtrexone.filtrexservicegroup.com/unit/history/QRS201071,Hoshizaki,Km-1301srj,L02807g,Ice Machine,BWW's - Iowa,,276,2025-02-19,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/276/Visit/2/QRS201071/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0377,QRSF68229,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF68229,Hoshizaki,KM-1301SRH,V00721A,Ice Machine,BWW's - New York,,260,2025-01-03,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/260/Visit/1/QRSF68229/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0165,QRSF68230,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF68230,Hoshizaki,KM-1301SRH,V00828C,Ice Machine,BWW's - New York,,260,2025-01-03,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/260/Visit/1/QRSF68230/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.016,QRSF78616,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF78616,Hoshizaki,KM-1301SRH,U10642L,Ice Machine,BWW's - New York,,278,2025-01-16,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/278/Visit/1/QRSF78616/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.029,QRSF78821,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF78821,Hoshizaki,KM-1900SRJ,H00184H,Ice Machine,BWW's - New York,,550,2025-01-21,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/550/Visit/1/QRSF78821/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4312,QRSF50982,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF50982,Hoshizaki,KM-1601SRJ,H00211C,Ice Machine,BWW's - South Carolina,,376,2025-03-05,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/376/Visit/1/QRSF50982/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0408,QRSF51393,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF51393,Hoshizaki,KM-1900SRJZ,Q00678A,Ice Machine,BWW's - Tennessee,,243,2025-03-22,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/243/Visit/1/QRSF51393/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3563,QRS201294,https://filtrexone.filtrexservicegroup.com/unit/history/QRS201294,Hoshizaki,Km-900mrh,T05589a,Ice Machine,BWW's - Texas,,197,2025-01-20,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/197/Visit/1/QRS201294/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4667,QRSF60932,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF60932,Hoshizaki,KM-1900SRJ,H00191H,Ice Machine,BWW's - Virginia,,291,2025-02-03,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/291/Visit/2/QRSF60932/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.6911,QRSF61967,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF61967,Hoshizaki,KM-1900SAJ,H00095A,Ice Machine,BWW's - Wisconsin,,413,2025-03-07,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/413/Visit/1/QRSF61967/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5056,QRSF51149,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF51149,Hoshizaki,Km-650mrj,H10151c,Ice Machine,BWW's -Colorado - IM,,378,2025-03-17,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/378/Visit/1/QRSF51149/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4988,QRSF51151,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF51151,Hoshizaki,Km-650mrj,H10144c,Ice Machine,BWW's -Colorado - IM,,378,2025-03-17,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/378/Visit/1/QRSF51151/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3227,QRS81766,https://filtrexone.filtrexservicegroup.com/unit/history/QRS81766,Hoshizaki,F-801maj-c,N03055f,Ice Machine,CAVA,,10313,2024-08-02,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10313/Visit/2/QRS81766/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8471,QRS81168,https://filtrexone.filtrexservicegroup.com/unit/history/QRS81168,Hoshizaki,F-801MAJ-C,N02954E,Ice Machine,CAVA,,10214,2024-09-10,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10214/Visit/8/QRS81168/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5763,QRS107639,https://filtrexone.filtrexservicegroup.com/unit/history/QRS107639,Hoshizaki,"""F 801MAJ C""","""H21086L""",Ice Machine,CAVA,,10089,2024-09-19,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10089/Visit/13/QRS107639/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4811,QRSF66619,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF66619,Hoshizaki,F801MAJ-C,Q14086GYOM2025,Ice Machine,CAVA,BRICKELL,10570,2025-12-09,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10570/Visit/1/QRSF66619/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0082,QRC234451,https://filtrexone.filtrexservicegroup.com/unit/history/QRC234451,Hoshizaki,F-801MAJ-C,Q13955E.  YOM:  2025,Ice Machine,CAVA,MANNHEIM,10408,2025-12-08,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10408/Visit/1/QRC234451/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3983,QRSF66667,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF66667,Hoshizaki,F-801MAJ-C,Q14100GYOM2025,Ice Machine,CAVA,NAPLES,10431,2025-12-11,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10431/Visit/1/QRSF66667/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0145,QRSF66089,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF66089,Hoshizaki,F-801MAJ-C,Q13956E.  YOM:  2025,Ice Machine,CAVA,NOVI TOWN CENTER,10501,2025-12-04,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10501/Visit/1/QRSF66089/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.7395,QRSF66039,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF66039,Hoshizaki,F-801MAJ-C,Q14096G. YOM: 2025,Ice Machine,CAVA,THE FARM,10583,2025-12-12,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10583/Visit/1/QRSF66039/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.609,QRS156034,https://filtrexone.filtrexservicegroup.com/unit/history/QRS156034,Hoshizaki,"""F 801MAJ C""","""M02482D""",Ice Machine,CAVA Arkansas,,10232,2024-09-19,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10232/Visit/9/QRS156034/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.3324,QRS161558,https://filtrexone.filtrexservicegroup.com/unit/history/QRS161558,Hoshizaki,"""F 801MAJ C""","""MO2481D""",Ice Machine,CAVA Arkansas,,10228,2024-09-19,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10228/Visit/8/QRS161558/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.5958,QRS177609,https://filtrexone.filtrexservicegroup.com/unit/history/QRS177609,Hoshizaki,"""F 801MAJ C""","""L12083G""",Ice Machine,CAVA Colorado,,10167,2024-07-23,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10167/Visit/11/QRS177609/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.049,QRS160429,https://filtrexone.filtrexservicegroup.com/unit/history/QRS160429,Hoshizaki,"""F 801MAJ C""","""M02389B""",Ice Machine,CAVA Colorado,,10108,2024-07-24,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10108/Visit/11/QRS160429/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.1022,QRS200815,https://filtrexone.filtrexservicegroup.com/unit/history/QRS200815,Hoshizaki,F801MAJC,N02961E,Ice Machine,CAVA Colorado,,10352,2024-07-24,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10352/Visit/2/QRS200815/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0457,QRS177792,https://filtrexone.filtrexservicegroup.com/unit/history/QRS177792,Hoshizaki,"""F 801MAJ C""","""J21440J""",Ice Machine,CAVA Colorado,,10105,2024-07-25,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10105/Visit/11/QRS177792/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.0678,QRS180948,https://filtrexone.filtrexservicegroup.com/unit/history/QRS180948,Hoshizaki,F-801MAJ-C,M02491D,Ice Machine,CAVA Colorado,,10200,2024-07-25,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10200/Visit/5/QRS180948/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.041,QRS200797,https://filtrexone.filtrexservicegroup.com/unit/history/QRS200797,Hoshizaki,F801MAJ,N03483D,Ice Machine,CAVA Colorado,,10279,2024-07-29,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10279/Visit/2/QRS200797/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8116,QRS186702,https://filtrexone.filtrexservicegroup.com/unit/history/QRS186702,Hoshizaki,"""F 801MAJ C""","""M02492D""",Ice Machine,CAVA Florida,,10227,2024-07-18,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10227/Visit/9/QRS186702/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8033,QRS161079,https://filtrexone.filtrexservicegroup.com/unit/history/QRS161079,Hoshizaki,"""F 801MAJ C""","""L12203J""",Ice Machine,CAVA Florida,,10240,2024-08-07,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10240/Visit/7/QRS161079/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.7461,QRS176952,https://filtrexone.filtrexservicegroup.com/unit/history/QRS176952,Hoshizaki,"""F 1002MAJ C""","""L11281F""",Ice Machine,CAVA Georgia,,10148,2024-09-11,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10148/Visit/11/QRS176952/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8463,QRS129173,https://filtrexone.filtrexservicegroup.com/unit/history/QRS129173,Hoshizaki,"""F 801MAJ C""","""L02025F""",Ice Machine,CAVA Georgia,,10159,2024-09-21,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10159/Visit/11/QRS129173/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.8272,QRS119272,https://filtrexone.filtrexservicegroup.com/unit/history/QRS119272,Hoshizaki,"""F 801MAJ C""","""L12252K""",Ice Machine,CAVA Georgia,,10192,2024-10-04,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10192/Visit/11/QRS119272/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.6577,QRS221740,https://filtrexone.filtrexservicegroup.com/unit/history/QRS221740,Hoshizaki,F801MAJC,N02810A,Ice Machine,CAVA Kansas,,10334,2024-07-25,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10334/Visit/2/QRS221740/field_285_photo.jpg,before cleaning drop zone,
NOISE,,0.4556,0.4648,QRS189227,https://filtrexone.filtrexservicegroup.com/unit/history/QRS189227,Hoshizaki,F801MAJC,N33303M,Ice Machine,CAVA Maryland,,10092,2024-07-09,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10092/Visit/11/QRS189227/field_285_photo.jpg,before cleaning drop zone,
