result,quality_score,threshold,detect_confidence,qr_code,unit_history_link,brand,model,serial,unit_type,region,site_name,site_number,first_visit_date,first_visit_photo_url,photo_description,defect_type
DEFECT,0.583337,0.4556,0.9036,QRSF64445,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF64445,Hoshizaki,KML-700MAJ,L03932D,Ice Machine,Arby's - ALABAMA - IM,,7425,2025-05-07,https://storage.googleapis.com/filtrex_main_site//rebuild/Arbys/7425/Visit/1/QRSF64445/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.628744,0.4556,0.9192,QRS228016,https://filtrexone.filtrexservicegroup.com/unit/history/QRS228016,Hoshizaki,KMO-631MRH,U00331D,Ice Machine,Arby's - North Carolina,,6445,2025-04-10,https://storage.googleapis.com/filtrex_main_site//rebuild/Arbys/6445/Visit/1/QRS228016/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.959813,0.4556,0.9101,QRS150330,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150330,Hoshizaki,KM-350MAJ,K04637A,Ice Machine,BRUEGGER'S BAGEL - NEBRASKA,Davenport,3757,2026-01-09,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3757/Visit/1/QRS150330/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.963399,0.4556,0.8806,QRS150356,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150356,Hoshizaki,KM-520MAJ,M03792C,Ice Machine,BRUEGGER'S BAGELS - IOWA,Clive,3724,2026-01-12,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3724/Visit/1/QRS150356/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.726686,0.4556,0.8974,QRSF61738,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF61738,Hoshizaki,KM-1601SRJ,H00196B,Ice Machine,BWW's - Wisconsin,,459,2025-03-15,https://storage.googleapis.com/filtrex_main_site//rebuild/BWW/459/Visit/1/QRSF61738/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.764826,0.4556,0.9911,QRS94637,https://filtrexone.filtrexservicegroup.com/unit/history/QRS94637,Hoshizaki,"""F 1002MAJ C""","""K11054K""",Ice Machine,CAVA,,10230,2024-09-04,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10230/Visit/8/QRS94637/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.862795,0.4556,0.8614,QRS185935,https://filtrexone.filtrexservicegroup.com/unit/history/QRS185935,Hoshizaki,F-801MAJ-C,N03032F,Ice Machine,CAVA,,10347,2024-09-05,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10347/Visit/2/QRS185935/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.9216,0.4556,0.867,QRS107827,https://filtrexone.filtrexservicegroup.com/unit/history/QRS107827,Hoshizaki,"""F 801MAJ C""","""L12169J""",Ice Machine,CAVA,,10210,2024-09-07,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10210/Visit/10/QRS107827/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.901663,0.4556,0.9736,QRS160742,https://filtrexone.filtrexservicegroup.com/unit/history/QRS160742,Hoshizaki,"""F 801MAJ C""","""L22348M""",Ice Machine,CAVA,,10182,2024-09-09,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10182/Visit/8/QRS160742/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.854642,0.4556,0.9897,QRS107864,https://filtrexone.filtrexservicegroup.com/unit/history/QRS107864,Hoshizaki,"""F 801MAJ C""","""M02395B""",Ice Machine,CAVA,,10207,2024-09-10,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10207/Visit/10/QRS107864/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.792043,0.4556,0.9581,QRS187800,https://filtrexone.filtrexservicegroup.com/unit/history/QRS187800,Hoshizaki,"""F 801MAJ C""","""M02502D""",Ice Machine,CAVA,,10226,2024-09-11,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10226/Visit/9/QRS187800/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.953302,0.4556,0.9667,QRS107911,https://filtrexone.filtrexservicegroup.com/unit/history/QRS107911,Hoshizaki,"""F 801MAJ C""","""M02453C""",Ice Machine,CAVA,,10211,2024-09-12,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10211/Visit/10/QRS107911/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.832843,0.4556,0.8989,QRS107594,https://filtrexone.filtrexservicegroup.com/unit/history/QRS107594,Hoshizaki,"""F 801MAJ C""","""L02012E""",Ice Machine,CAVA,,10149,2024-09-21,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10149/Visit/12/QRS107594/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.842553,0.4556,0.97,QRS184581,https://filtrexone.filtrexservicegroup.com/unit/history/QRS184581,Hoshizaki,F-801MAJ-C,N02803A,Ice Machine,CAVA,,10151,2024-09-21,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10151/Visit/12/QRS184581/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.56427,0.4556,0.9613,QRSF66557,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF66557,Hoshizaki,F-801MAJ-C,Q13949EYOM:2025,Ice Machine,CAVA,Daytona Beach,10534,2025-12-08,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10534/Visit/1/QRSF66557/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.636195,0.4556,0.9472,QRSF66680,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF66680,Hoshizaki,F-801MAJ-C,Q14093GYOM2025,Ice Machine,CAVA,TOWN CENTER AVENTURA,10571,2025-12-10,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10571/Visit/1/QRSF66680/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.917653,0.4556,0.8625,QRS129135,https://filtrexone.filtrexservicegroup.com/unit/history/QRS129135,Hoshizaki,Not Applicable,Not Applicable,Ice Machine,CAVA Florida,,10189,2025-07-14,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10189/Visit/8/QRS129135/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.7883,0.4556,0.9697,QRS159703,https://filtrexone.filtrexservicegroup.com/unit/history/QRS159703,Hoshizaki,"""F 801MAJ C""","""M02469D""",Ice Machine,CAVA Georgia,,10273,2024-10-04,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10273/Visit/8/QRS159703/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.842939,0.4556,0.9543,QRS214157,https://filtrexone.filtrexservicegroup.com/unit/history/QRS214157,Hoshizaki,FD650MAJ6,L01042G,Ice Machine,CAVA Oklahoma,,10217,2024-07-29,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10217/Visit/9/QRS214157/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.77171,0.4556,0.9185,QRS156903,https://filtrexone.filtrexservicegroup.com/unit/history/QRS156903,Hoshizaki,"""F 801MAJ C""","""L02030F""",Ice Machine,CAVA Pennsylvania,,10147,2024-07-15,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10147/Visit/9/QRS156903/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.886106,0.4556,0.9637,QRS177910,https://filtrexone.filtrexservicegroup.com/unit/history/QRS177910,Hoshizaki,"""F 801MAJ C""","""J21441J""",Ice Machine,CAVA Pennsylvania,,10098,2024-07-15,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10098/Visit/9/QRS177910/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.730487,0.4556,0.9982,QRS177370,https://filtrexone.filtrexservicegroup.com/unit/history/QRS177370,Hoshizaki,"""N A""","""N A""",Ice Machine,CAVA Virginia,,10019,2024-09-09,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10019/Visit/9/QRS177370/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.733501,0.4556,0.9561,QRS107703,https://filtrexone.filtrexservicegroup.com/unit/history/QRS107703,Hoshizaki,"""F 801MAJ C""","""L22356M""",Ice Machine,CAVA-WEST,,10195,2024-09-03,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10195/Visit/12/QRS107703/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.77044,0.4556,0.9857,QRS109436,https://filtrexone.filtrexservicegroup.com/unit/history/QRS109436,Hoshizaki,"""F801MAJC""","""L12212J""",Ice Machine,CAVA-WEST,,10176,2024-09-18,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10176/Visit/12/QRS109436/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.83207,0.4556,0.9333,QRS176422,https://filtrexone.filtrexservicegroup.com/unit/history/QRS176422,Hoshizaki,"""F 801MAJ C""","""G10663L""",Ice Machine,CAVA-WEST,,10083,2024-09-27,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10083/Visit/12/QRS176422/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.690976,0.4556,0.8866,QRS162010,https://filtrexone.filtrexservicegroup.com/unit/history/QRS162010,Hoshizaki,KM-520MAJ,Q17774D,Ice Machine,EINSTEIN BRO'S - NEW MEXICO,Osuna - ABQ,3659,2026-01-09,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3659/Visit/1/QRS162010/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.749746,0.4556,0.9227,QRS162020,https://filtrexone.filtrexservicegroup.com/unit/history/QRS162020,Hoshizaki,KM-520MAJ,Q18721G,Ice Machine,EINSTEIN BRO'S - NEW MEXICO,Wyoming & Academy,3667,2026-01-09,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3667/Visit/1/QRS162020/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.615526,0.4556,0.8823,QRC236115,https://filtrexone.filtrexservicegroup.com/unit/history/QRC236115,Hoshizaki,Not applicable,Not applicable,Ice Machine,EINSTEIN BRO'S - OHIO,Huntington Center,3130,2026-01-12,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/3130/Visit/1/QRC236115/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.745171,0.4556,0.949,QRC236187,https://filtrexone.filtrexservicegroup.com/unit/history/QRC236187,Hoshizaki,Not applicable,QRC236187,Ice Machine,EINSTEIN BRO'S - OHIO,Sawmill,1999,2026-01-09,https://storage.googleapis.com/filtrex_main_site//rebuild/BagelBrands/1999/Visit/1/QRC236187/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.599974,0.4556,0.906,QRS181987,https://filtrexone.filtrexservicegroup.com/unit/history/QRS181987,Hoshizaki,KM-660MAJ,M06241C,Ice Machine,FIVEGUYSCONNECTICUT,,4068,2023-06-16,https://storage.googleapis.com/filtrex_main_site//rebuild/Five-Guys/4068/Visit/1/QRS181987/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.670178,0.4556,0.9381,QRS181823,https://filtrexone.filtrexservicegroup.com/unit/history/QRS181823,Hoshizaki,KM-660MAJ,M06106B,Ice Machine,FIVEGUYSFLORIDA,,329,2023-05-15,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/329/Visit/13/QRS181823/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.583907,0.4556,0.8531,QRS159497,https://filtrexone.filtrexservicegroup.com/unit/history/QRS159497,Hoshizaki,"""KM 660MAJ""","""M06572F""",Ice Machine,FIVEGUYSMASS,,1158,2023-05-11,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/1158/Visit/3/QRS159497/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.727475,0.4556,0.8829,QRS159311,https://filtrexone.filtrexservicegroup.com/unit/history/QRS159311,Hoshizaki,"""KM 660MAJ""","""M06381D""",Ice Machine,FIVEGUYSMASS,,314,2023-05-13,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/314/Visit/3/QRS159311/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.74647,0.4556,0.893,QRS159405,https://filtrexone.filtrexservicegroup.com/unit/history/QRS159405,Hoshizaki,"""KM 660MAJ""","""M06379D""",Ice Machine,FIVEGUYSMASS,,1546,2023-05-13,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/1546/Visit/3/QRS159405/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.680902,0.4556,0.9122,QRS182614,https://filtrexone.filtrexservicegroup.com/unit/history/QRS182614,Hoshizaki,"""KM650MAJ""","""M06929F""",Ice Machine,FIVEGUYSMISSISSIPPI,,1697,2023-05-15,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/1697/Visit/10/QRS182614/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.617155,0.4556,0.9119,QRS144366,https://filtrexone.filtrexservicegroup.com/unit/history/QRS144366,Hoshizaki,"""KM350MAJ""","""J011838B""",Ice Machine,FIVEGUYSTENNESSEE,,253,2023-05-09,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/253/Visit/1/QRS144366/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.556164,0.4556,0.9228,QRS80874,https://filtrexone.filtrexservicegroup.com/unit/history/QRS80874,Hoshizaki,KM 660MAJ,M28118L,Ice Machine,FIVEGUYSTEXAS,,1631,2023-04-20,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/1631/Visit/3/QRS80874/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.634492,0.4556,0.9751,QRS81069,https://filtrexone.filtrexservicegroup.com/unit/history/QRS81069,Hoshizaki,KM-660MAJ,M27949K,Ice Machine,FIVEGUYSTEXAS,,4087,2023-06-29,https://storage.googleapis.com/filtrex_main_site//rebuild/Five-Guys/4087/Visit/1/QRS81069/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.560607,0.4556,0.9466,QRS160539,https://filtrexone.filtrexservicegroup.com/unit/history/QRS160539,Hoshizaki,"""KM 660MAJ""","""J12458M""",Ice Machine,FIVEGUYSVIRGINIA,,127,2023-04-24,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/127/Visit/11/QRS160539/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.764288,0.4556,0.8517,QRS116435,https://filtrexone.filtrexservicegroup.com/unit/history/QRS116435,Hoshizaki,"""KMD530MAH""","""H01092M""",Ice Machine,FIVEGUYSVIRGINIA,,516,2023-05-08,https://storage.googleapis.com/dev_customer_images//rebuild/Five-Guys/516/Visit/8/QRS116435/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.576305,0.4556,0.9804,QRS115987,https://filtrexone.filtrexservicegroup.com/unit/history/QRS115987,Hoshizaki,"""KM 660MAJ""","""K23840L""",Ice Machine,FIVEGUYSWISCONSIN,,4054,2023-06-22,https://storage.googleapis.com/filtrex_main_site//rebuild/Five-Guys/4054/Visit/8/QRS115987/field_4_photo.jpg,drop zone wiped down,
DEFECT,0.849294,0.4556,0.8533,QRS191092,https://filtrexone.filtrexservicegroup.com/unit/history/QRS191092,Hoshizaki,KML631MAH,N048684,Ice Machine,Inspire - ARBY's Minnesota,,7875,2024-07-26,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/7875/Visit/2/QRS191092/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.617972,0.4556,0.9239,QRS191110,https://filtrexone.filtrexservicegroup.com/unit/history/QRS191110,Hoshizaki,KML-631MAH,D04558C,Ice Machine,Inspire - ARBY's Minnesota,,7600,2024-07-27,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/7600/Visit/2/QRS191110/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.929864,0.4556,0.8571,QRS221563,https://filtrexone.filtrexservicegroup.com/unit/history/QRS221563,Hoshizaki,KM515MAH,U36112M,Ice Machine,Inspire - Arby's Michigan,,786,2024-09-12,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/786/Visit/2/QRS221563/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.853645,0.4556,0.9135,QRS223552,https://filtrexone.filtrexservicegroup.com/unit/history/QRS223552,Hoshizaki,KML-631MRH,C11987H,Ice Machine,Inspire - Arby's Pennsylvania,,6766,2024-12-05,https://storage.googleapis.com/filtrex_main_site//rebuild/Arbys/6766/Visit/3/QRS223552/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.803082,0.4556,0.9683,QRS196378,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196378,Hoshizaki,F- 1501 mrj-sc,K10014k,Ice Machine,Inspire - SONIC Oklahoma,,4955,2024-07-30,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/4955/Visit/2/QRS196378/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.725408,0.4556,0.8953,QRS216429,https://filtrexone.filtrexservicegroup.com/unit/history/QRS216429,Hoshizaki,F 1501 MRJC,J00678B,Ice Machine,Inspire - SONIC Oklahoma,,2854,2024-07-31,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/2854/Visit/2/QRS216429/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.791943,0.4556,0.898,QRS216430,https://filtrexone.filtrexservicegroup.com/unit/history/QRS216430,Hoshizaki,F1002MRJSC,K10032K,Ice Machine,Inspire - SONIC Oklahoma,,2854,2024-07-31,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/2854/Visit/2/QRS216430/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.758934,0.4556,0.9456,QRS214243,https://filtrexone.filtrexservicegroup.com/unit/history/QRS214243,Hoshizaki,F-1002mrjz-sc,M20038g,Ice Machine,Inspire - SONIC Oklahoma,,3656,2024-08-01,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/3656/Visit/2/QRS214243/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.674654,0.4556,0.8952,QRS216493,https://filtrexone.filtrexservicegroup.com/unit/history/QRS216493,Hoshizaki,F1002MRJC,K00950G,Ice Machine,Inspire - SONIC Oklahoma,,1014,2024-08-01,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1014/Visit/2/QRS216493/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.908585,0.4556,0.9942,QRS196485,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196485,Hoshizaki,F-1002mrj-c,H10581m,Ice Machine,Inspire - SONIC Oklahoma,,3551,2024-08-12,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/3551/Visit/2/QRS196485/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.8452,0.4556,0.9093,QRS197824,https://filtrexone.filtrexservicegroup.com/unit/history/QRS197824,Hoshizaki,F1501MRJZSC,N00086F,Ice Machine,Inspire - SONIC Oklahoma,,2250,2024-08-12,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/2250/Visit/2/QRS197824/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.954118,0.4556,0.9076,QRS196344,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196344,Hoshizaki,E1001MRHC,B21590K,Ice Machine,Inspire - SONIC Oklahoma,,3044,2024-08-13,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/3044/Visit/2/QRS196344/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.692023,0.4556,0.8957,QRS196365,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196365,Hoshizaki,F-1002 m a j-sc,N0015d,Ice Machine,Inspire - SONIC Oklahoma,,3748,2024-08-13,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/3748/Visit/2/QRS196365/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.751525,0.4556,0.9753,QRS196202,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196202,Hoshizaki,F-1002 mrj-c,J00623c,Ice Machine,Inspire - SONIC Oklahoma,,3518,2024-08-14,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/3518/Visit/2/QRS196202/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.704096,0.4556,0.9429,QRS197756,https://filtrexone.filtrexservicegroup.com/unit/history/QRS197756,Hoshizaki,F1002MRJC,J30806k,Ice Machine,Inspire - SONIC Oklahoma,,3043,2024-08-15,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/3043/Visit/2/QRS197756/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.701625,0.4556,0.9542,QRS196311,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196311,Hoshizaki,F150MRJC,J00689B,Ice Machine,Inspire - SONIC Oklahoma,,5235,2024-08-16,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/5235/Visit/2/QRS196311/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.837375,0.4556,0.9939,QRS196330,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196330,Hoshizaki,F - 1501 mrj-c,H10623,Ice Machine,Inspire - SONIC Oklahoma,,6060,2024-08-16,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/6060/Visit/2/QRS196330/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.904227,0.4556,0.8769,QRS200531,https://filtrexone.filtrexservicegroup.com/unit/history/QRS200531,Hoshizaki,F1501MRJC,J00627A,Ice Machine,Inspire - SONIC Oklahoma,,1702,2024-08-17,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1702/Visit/2/QRS200531/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.92056,0.4556,0.8948,QRS196280,https://filtrexone.filtrexservicegroup.com/unit/history/QRS196280,Hoshizaki,F- 1002 mrj-c,J005878,Ice Machine,Inspire - SONIC Oklahoma,,5011,2024-08-21,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/5011/Visit/2/QRS196280/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.743922,0.4556,0.9902,QRS219026,https://filtrexone.filtrexservicegroup.com/unit/history/QRS219026,Hoshizaki,F-10 02mrj-c,J10685e,Ice Machine,Inspire - SONIC Oklahoma,,4886,2024-08-21,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/4886/Visit/2/QRS219026/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.882835,0.4556,0.9486,QRS225817,https://filtrexone.filtrexservicegroup.com/unit/history/QRS225817,Hoshizaki,F-150 1mrj-sc,L00052e,Ice Machine,Inspire - SONIC Oklahoma,,1700,2024-08-21,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1700/Visit/2/QRS225817/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.828261,0.4556,0.9224,QRS225491,https://filtrexone.filtrexservicegroup.com/unit/history/QRS225491,Hoshizaki,F1001MRHC,S01037K,Ice Machine,Inspire - SONIC Oklahoma,,4618,2024-08-23,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/4618/Visit/2/QRS225491/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.721755,0.4556,0.9407,QRS197763,https://filtrexone.filtrexservicegroup.com/unit/history/QRS197763,Hoshizaki,F1002MRaJC,H10570M,Ice Machine,Inspire - SONIC Oklahoma,,1033,2024-08-24,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1033/Visit/2/QRS197763/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.916577,0.4556,0.971,QRS214121,https://filtrexone.filtrexservicegroup.com/unit/history/QRS214121,Hoshizaki,F1002MRJC,K00964G,Ice Machine,Inspire - SONIC Oklahoma,,1314,2024-08-30,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1314/Visit/2/QRS214121/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.795933,0.4556,0.925,QRS220811,https://filtrexone.filtrexservicegroup.com/unit/history/QRS220811,Hoshizaki,F1002MRJC,J00621C,Ice Machine,Inspire - SONIC Oklahoma,,1746,2024-08-30,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1746/Visit/2/QRS220811/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.948929,0.4556,0.9475,QRS220820,https://filtrexone.filtrexservicegroup.com/unit/history/QRS220820,Hoshizaki,F1002MRJSC,J10004G,Ice Machine,Inspire - SONIC Oklahoma,,1946,2024-09-06,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1946/Visit/2/QRS220820/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.843701,0.4556,0.8642,QRS220829,https://filtrexone.filtrexservicegroup.com/unit/history/QRS220829,Hoshizaki,F1501MRJSC,L0027D,Ice Machine,Inspire - SONIC Oklahoma,,1959,2024-09-06,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/1959/Visit/2/QRS220829/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.686249,0.4556,0.9504,QRSF77460,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF77460,Hoshizaki,F-1501MAJC,L00669H,Ice Machine,Inspire - SONIC Oklahoma,,5271,2024-11-15,https://storage.googleapis.com/filtrex_main_site//rebuild/Inspire/5271/Visit/3/QRSF77460/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.93027,0.4556,0.9779,QRS201181,https://filtrexone.filtrexservicegroup.com/unit/history/QRS201181,Hoshizaki,F-1501MRJ-C,L01283C,Ice Machine,Inspire - SONIC Oklahoma,,1207,2024-11-16,https://storage.googleapis.com/filtrex_main_site//rebuild/Sonic/1207/Visit/4/QRS201181/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.648628,0.4556,0.9818,QRS201598,https://filtrexone.filtrexservicegroup.com/unit/history/QRS201598,Hoshizaki,F-1501MRJZ-SC,N20103J,Ice Machine,Inspire - SONIC Oklahoma,,3369,2024-11-18,https://storage.googleapis.com/filtrex_main_site//rebuild/Sonic/3369/Visit/4/QRS201598/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.614997,0.4556,0.9552,QRS159196,https://filtrexone.filtrexservicegroup.com/unit/history/QRS159196,Hoshizaki,F1501 mrj zsc,N301-35k,Ice Machine,Inspire - SONIC Oklahoma,,1992,2024-11-22,https://storage.googleapis.com/filtrex_main_site//rebuild/Sonic/1992/Visit/3/QRS159196/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.632513,0.4556,0.9945,QRSF58462,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF58462,Hoshizaki,"""KM2500SRH3""","""G03707A""",Ice Machine,LHFLORIDA,,5383,2024-08-16,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5383/Visit/15/QRSF58462/field_285_photo.jpg,before cleaning drop zone,
DEFECT,0.637665,0.4556,0.9545,QRS150065,https://filtrexone.filtrexservicegroup.com/unit/history/QRS150065,Hoshizaki,KM-1601MRH,F03426D,Ice Machine,Red Lobster - Florida,Orlando - 3,16303,2026-01-15,https://storage.googleapis.com/filtrex_main_site//rebuild/Red-Lobster/16303/Visit/1/QRS150065/field_285_photo.jpg,before cleaning drop zone,
UNCERTAIN,0.376735,0.4556,0.8744,QRS176305,https://filtrexone.filtrexservicegroup.com/unit/history/QRS176305,Hoshizaki,"""F 801MAJ C""","""L12221K""",Ice Machine,CAVA,,10142,2024-09-18,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10142/Visit/12/QRS176305/field_285_photo.jpg,before cleaning drop zone,
UNCERTAIN,0.532197,0.4556,0.8753,QRSF63175,https://filtrexone.filtrexservicegroup.com/unit/history/QRSF63175,Hoshizaki,F-801maj-c,P0357 4G,Ice Machine,CAVA,,10425,2025-07-15,https://storage.googleapis.com/filtrex_main_site//rebuild/Cava/10425/Visit/1/QRSF63175/field_285_photo.jpg,before cleaning drop zone,
